"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","2648","Epithelial Cells","-","/ H.P.F","-","Standard","Text","0 - 500","0 - 99999"
"","2649","igM","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2650","igG","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2651","Troponin-I","SEE BELOW","-","","Standard","Text","0 - 15","0 - 99999"
"","2652","Phosphorus (PO4)","Adult: 2.5 - 4.8Child: 4.0 - 7.0","mg/dL","","Standard","Text","0 - 500","0 - 99999"
"","2653","ALKALINE PHOSPHATASE","Adult:80 - 306Child:(0-14 Years):80 - 644","U/L","","Standard","Text","0 - 500","0 - 99999"
"","2654","L.D.L","90 - 140","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2655","Globulins","2.4 - 3.5","g/dl","","Standard","Decimal","0 - 999","2.4 - 3.5"
"","2656","TIBC","200 - 400","ug/dL","","Standard","Text","0 - 500","0 - 99999"
"","2657","PSA (Prostate Specific Antigen) Total","0.0 - 4.2","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2658","VITAMIN B12 LEVEL","(See below)","pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","2659","CRP (HIGH SENSITIVITY)","<10.0Newborn(age 0-4 weeks): 0.1 - 4.1  Recommended that each laboratory   establish its own reference range.","mg/l","","Standard","Text","0 - 500","0 - 99999"
"","2660","Patient's Value","","","","Standard","Decimal","0 - 60","0 - 23"
"","2661","R.A FACTOR","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2662","I.C.T TB","-","-","","Standard","Text","0 - 500","0 - 99999"
"","2663","-","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","2664","Chloramphenicol(C)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2665","PENCILLIN(P)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2666","Cefaclor(CEC)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2667","Cefixime(CFM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2668","Cefiparazone(SCF)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2669","Meropenem(MEM)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2670","Tazobactam(TZP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2671","BIOPSY #","-","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","2672","AMA (ANTI MICROSOMAL ANTIBODIES) BLOOD","0.0 - 1.0","Au/ml","","Standard","Text","0 - 500","0 - 99999"
"","2673","Urine Sugar","NIL","-","","Standard","Text","0 - 250","0 - 99999"
"","2674","STOOL FOR H. PYLORI ANTIGEN","-","-","","Standard","List","0 - 500","0 - 99999"
"","2675","Anti Thrombin III Plasma","85.00 - 122.00","%","","Standard","Text","0 - 500","0 - 99999"
"","2676","Protein C","72.00 - 160.00","%","","Standard","AutoComplete","0 - 500","0 - 99999"
"","2677","Protein  S","60.00 - 150.00","%","","Standard","Text","0 - 500","0 - 99999"
"","2678","Anti Ds DNA","Negative= < 25.0Positive= > 25.0","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","2679","Anti Cholinesterase(Abs)","7.0 - 25.0","um/ml","","Standard","Text","0 - 500","0 - 99999"
"","2680","Urine Albumin","-","","","Standard","Text","0 - 500","0 - 99999"
"","2681","FACTOR V","70 - 120","%","","Standard","Text","0 - 500","0 - 99999"
"","2682","AMMONIA","14.70 - 55.50","umol/l","","Standard","Text","0 - 500","0 - 99999"
"","2683","Free Testosterone Serum","Male: 15.0 to 50.0Female: < 4.20","Pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","2684","ANTI TISSUE TRANSGLUTAMINASE (IgM)","NEGATIVE <10.0 POSITIVE >10.0","","","Standard","Text","0 - 500","0 - 99999"
"","2685","Montoux Test (MT)","Positive > 9Doubtful 4-9Negative < 4","mm","","Standard","Integer","0 - 50","0 - 9"
"","2686","V.D.R.L ( Syphilis ) ICT","","","","Standard","Text","0 - 500","0 - 99999"
"","2687","Creatinine Clearance","Male 98 -156Female 95 - 160","ml/min","","Standard","Decimal","0 - 360","90 - 120"
"","2688","Rh Antibody Titer","","","","Standard","Text","0 - 250","0 - 99999"
"","2689","Salmonella Typhi igM ELISA","See Below","-","","Standard","Text","0 - 500","0 - 0"
"","2690","Salmonella Typhi igG ELISA","See Below","-","","Standard","Text","0 - 500","0 - 0"
"","2691","Bile Acid","0.0  -  10.0","Umol/L","","Standard","Text","0 - 500","0 - 0"
"","2692","ProBNP (N-t) II","0.0 - 123","pg/ml","","Standard","Text","0 - 500","0 - 9999"
"","2693","C.E.A","Non-Smoker: 0.01 - 3.039% Smokers:3.1 - 5.087% Smokers:5.1 - 10.0","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2694","Patient Information","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2695","BUN/Creatinine Ratio","5 - 20","","","Standard","Formula","0 - 999999","5 - 20"
"","2696","D-DIMER (F.D.P's)","0.0-1.35  Recommended that each laboratory   establish its own reference range.","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2697","GROWTH HORMONE","0- 10 Years: 0.094 - 6.2911 - 17 Years: 0.077 - 10.818 Years and older:<0.030 - 2.47","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2698","Sperm Concentration","> 15 Million","million/ml","million/ml","Standard","Text","0 - 500","0 - 999999999999"
"","2699","Rapid Progression","> 20 %","%","%","Standard","Text","0 - 500","0 - 99999"
"","2700","Non-Progressive","-","%","","Standard","Text","0 - 500","0 - 0"
"","2701","Midpiece Defects","","%","%","Standard","Text","0 - 500","0 - 99999"
"","2702","Glucose","119","mg/dl","Nil","Standard","Text","0 - 250","0 - 119"
"","2703","Protein","0.1,0.2","g/dl","999","Standard","Text","0 - 250","0 - 99999"
"","2704","RBC","150","Cmm","nil","Standard","Text","0 - 250","0 - 99999"
"","2705","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 999999","0 - 5"
"","2706","HDL CHOLESTEROL","No Risk : > 60Moderate Risk: 40 - 60High Risk : < 40","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","2707","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Decimal","0 - 9999","0 - 160"
"","2708","LDL-Cholesterol","Normal: < 130Borderline: 130 - 159High: > 160","mg/dl","","Standard","Formula","0 - 999999","80 - 160"
"","2709","Estrogen","Male: <15.0 - 31.5Female:Early Follicular: 22.5 - 115Mid Follicular: 25 - 115Ovulatory Peak: 32.5 - 517Mid Luteal: 36.5 - 246Post-menopausal: 15 - 25","pg/mL","","Standard","Decimal","0 - 1050","9 - 350"
"","2710","T3","0.72 - 2.13","ng/mL","","Standard","Decimal","0 - 5.64","0.72 - 2.13"
"","2711","Anti-Nuclear Antibody A.N.A. IgG","Negative= < 0.9Borderline= 0.9 - 1.2Positive= > 1.2","","","Standard","Text","0 - 500","0 - 99999"
"","2712","Anti Smooth Muscle Antibodies (A.S.M.A)","Negative: Less than 6Equivocal/Borderline 6 - 12Positive: More than 12","Au/ml","","Standard","Text","0 - 500","0 - 20"
"","2713","Anti Mitochondrial Antibodies (A.M.A)","Negative < 0.9Grey Zone 0.9 - 1.1Positive > 1.1","AU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2714","T4","4.4 - 10.8","nmol/L","","Standard","Decimal","0 - 459","4.4 - 10.8"
"","2715","TSH","0.3 -- 4.0","miu/L","","Standard","Decimal","0 - 99","0.3 - 4"
"","2716","LUTEINIZING HORMONE(LH)","Male Under 60 Years: 1.20 - 8.6FemaleFollicular phase: 1.0 - 11.0Mid Cycle: 10.0 - 80.0.0Luteal phase: 1.0 - 14.0Postmenopause: 8.1 - 44.0","IU/l","","Standard","Decimal","0 - 270","0.9 - 90"
"","2717","FOLLICLE-STIM HORMONE ( FSH )","Male: 1.00 - 14.00FemaleFollicular Phase: 3.00 - 12.00Mid Cycle: 8.00 - 22.0Luteal Phase: 2.00 - 12.00Postmenopause: 35.00 - 151.00","IU/l","","Standard","Decimal","0 - 453","1.3 - 151"
"","2718","Prolactin","Female: Non-Pregnant: 1.20 - 19.50Post Menopause: 1.50 - 18.50Male: 1.80 - 17.0","ng/ml","","Standard","Decimal","0 - 105","2.35 - 35"
"","2719","Cefuroxime","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2720","Cefizox (ZOX)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2721","Cefspan(CFM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2722","Ceftazidime","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2723","Fortum (CAZ)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2724","Urixin (PIP)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2725","Zinacif (CXM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2726","Sulzone (Cefoperazone/Sulbactam (SUL)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2727","Bilirubin Total","0.2 - 1.0","mg/dl","","Standard","Decimal","0 - 30.0","0.2 - 1.2"
"","2728","Alkaline Phosphatase","Male 20-50 Years: 53 - 200Female 20-50 Years: 42 - 200Child 1-12 Years: < 460","U/L","","Standard","Decimal","0 - 5000","42 - 200"
"","2729","Total Protein","Adult: 6.6 - 8.7","g/dL","","Standard","Decimal","0 - 26.1","6.6 - 8.7"
"","2730","Leukocytes","NIL","-","NIL","Standard","Text","0 - 500","0 - 1"
"","2731","Toxoplasma IgG","Non- Reactive: < 1.6Equivocal: 1.6 to < 3.0Reactive: >= 3.0* Reactive result in suspected early diseases cases should be retested in three weeks.* For grey zone results, repeat testing is suggested after two weeks for confirmation.","IU/ml","","Standard","Text","0 - 500","0 - 1.6"
"","2732","Dengue Virus (IgG) Screening","Negative","","","Descriptive","Text","0 - 500","0 - 99999"
"","2733","DENGUE VIRUS (IgM) Screening","Negative","","","Descriptive","Text","0 - 500","0 - 99999"
"","2734","TSH receptor antibodies (TRAB)","Negative:<0.4Positive:=/>0.4","IU/L","","Standard","Text","0 - 500","0 - 500"
"","2735","Colour","Yellow","","","Standard","Text","0 - 250","0 - 99999"
"","2736","Urea (Serum)","Adults <65Y 15 - 50Adults >65Y <70","mg/dl","","Standard","Text","8 - 500","15 - 50"
"","2737","ESTIMATED GLOMERULAR FILTERATION RATE (eGFR)","(SEE BELOW)","mL/Min/1.73m^2","","Standard","Text","0 - 500","0 - 150"
"","2738","PH","7.31 - 7.41","","","Standard","Decimal","0 - 22.38","7.31 - 7.41"
"","2739","PCO2","41.0 - 51.0","mmHg","","Standard","Text","0 - 500","41 - 51"
"","2740","PO2","35 - 40","mmHg","","Standard","Decimal","0 - 324","35 - 40"
"","2741","BETA HCG","MEN : < 10.00 Female:Pre- Menopausal  : < 5 Post-Menopausal  : < 101 - 3 Pregnancy Weeks : 50   - 150004 - 5 Pregnancy Weeks : 2500 - 85006 - 11 Pregnancy Weeks : 12000 - 28000012 - 21 Pregnancy Weeks : 7000 - 19500 Normal serum hCG concentrations are reached up to 2 or 3 days after the labour.","IU/L","","Standard","Text","0 - 500","0 - 10"
"","2742","PROLACTIN","M= 2.3 - 17.5, F= 2.9 - 25.8","mIU/L","","Standard","Decimal","0 - 999","2.3 - 17.5"
"","2743","Nitrate","NEGATIVE","-","Negative","Descriptive","Text","0 - 250","0 - 0"
"","2744","Anti Thyroid Peroxidase (Blood TPO)","Less Than 9.0","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","2745","Liquification","30 Minutes at 37 C.","","","Standard","Text","0 - 250","0 - 99999"
"","2746","Duration of Absitence","3 To 5 Days","","","Standard","Text","0 - 250","0 - 99999"
"","2747","Volume","1 - 10 cc","","","Standard","Text","0 - 250","0.5 - 99999"
"","2748","Consistency","Thin & Thick","","","Standard","Text","0 - 250","0 - 99999"
"","2749","PH","Alkaline","-","","Standard","List","0 - 250","0 - 99999"
"","2750","Rapid Progression","40 - 60 %","","","Standard","Text","0 - 500","0 - 99999"
"","2751","Slow Progression:","20 - 40 %","","","Standard","Text","0 - 500","0 - 99999"
"","2752","Immotile","20 - 40 %","","","Standard","Text","0 - 250","0 - 99999"
"","2753","Concentration:","60 - 120","million/ml","","Standard","Text","0 - 500","0 - 99999"
"","2754","Epithelial Cells","Rare","","Nil","Standard","Text","0 - 500","0 - 99999"
"","2755","Claforan(CTX)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2756","Sparaxin(SPX)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2757","Zinacef(CXM)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2758","Cefaclor(CEC)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2759","Kanamycin(K)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2760","Sulzone(SUL)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2761","Tazocin(TZP)","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2762","Rubella IgG","Negative: < 8.0Borderline: 8.0 to 12.0Positive: > 12.0","IU/mL","","Standard","Decimal","0 - 999","0 - 999"
"","2763","FSH","Male: 1.00 - 14.00FemaleFollicular Phase: 3.00 - 12.00Midcycle : 8.00 - 22.00Luteal Phase: 2.00 - 12.00Postmenopause: 35.00 - 151.00","IU/l","","Standard","Decimal","0 - 453","1.3 - 151"
"","2764","Creatinine","Male: 0.7 - 1.3Female: 0.6 - 1.1Child1 Day: 0.6 - 1.23 Months: 0.2 - 0.41 Year: 0.3 - 0.72-12 Years: 0.35 - 1.0","mg/dl","","Standard","Decimal","0 - 40","0.6 - 1.2"
"","2765","Anti Thyroglobulin Antibodies (ATG)","Negative:   <58.5Equivocal:  58.5 - 71.5Positive:   >71.5","IU/ml","","Standard","Decimal","0 - 999","0 - 71.5"
"","2766","Progesterone Level","Male :                    0.14 -  2.06Non-Pregnant Female:Mid Follicular Phase :    0.31 - 1.52Mid Luteal Phase :        5.16 - 18.56Postmenopausal:           0.04 - 0.79Pregnant Female:1st Trimester:            4.73 - 50.742nd Trimester:            19.41 - 45.30","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","2767","FREE T4 (FT4)","0.8 - 2.2","ng/dl","","Standard","Text","0 - 500","0.8 - 2.2"
"","2768","FREE T3 (FT3)","1.8 - 4.2","pg/mL","","Standard","Text","0 - 500","1.8 - 4.2"
"","2769","HbA1c","4.5 - 6.7","%","","Standard","Decimal","0 - 50","4.5 - 6.7"
"","2770","Hepatitis B viral Antigen Result","Negative","","","Standard","List","0 - 500","0 - 0"
"","2771","R.A FACTOR (QUANTITATIVE)","0.0 - 8.0","IU/mL","","Standard","Decimal","0 - 999","0 - 8"
"","2772","Lymphocytes","22 - 55","%","","Standard","Decimal","5 - 200","22 - 55"
"","2773","Gentamycin","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2774","Tobramycin","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2775","Imipenem","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2776","Meropenem","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","2777","Metronidazole","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2778","Augmentin(AMC) (Amoxicillin/Clavulanic acid)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2779","Anti Mullerian Hormone (AMH)","Males :1  - 11 Years : 39.1 - 33012 - 20 Years : 1.15 - 142> 20    Years : 0.6  - 18.2Females:< 10 Years    : 0.08 - 10.610 - 20 Years : 0.62 - 10.9021 - 30 Years : 0.08 - 10.2331 - 40 Years : 0.15 - 10.5041 - 50 Years : 0.08 - 6.12 > 50 Years   : 0.08 - 0.4","ng/mL","","Standard","Decimal","0 - 1398","0 - 100"
"","2780","T4","4.4 - 10.8","n mol/L","","Standard","Decimal","0 - 50","4.4 - 10.8"
"","2781","TSH","Adult: 0.30 - 4.0","µIU/mL","","Standard","Text","0 - 110","0.3 - 4"
"","2782","Head Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2783","Mid Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2784","Tail Piece Defects","","","","Standard","Text","0 - 500","0 - 99999"
"","2785","Quantity","--","","","Standard","Text","0 - 500","0 - 99999"
"","2786","Color","Colorless","","","Standard","Text","0 - 250","0 - 99999"
"","2787","Sediment","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2788","Coagulum","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2789","Xanthochromia","Nil","","","Standard","Text","0 - 500","0 - 99999"
"","2790","Viscosity","Normal","","","Standard","Text","0 - 500","0 - 99999"
"","2791","Glucose","--","mg/dl","","Standard","Decimal","0 - 999","0 - 0"
"","2792","Proteins","< 3","G/dl","","Standard","Decimal","0 - 999","0 - 3"
"","2793","LDH","< 0.59","x Serum Value","","Standard","Decimal","0 - 999","0 - 0.59"
"","2794","Leucocytes Count (TLC)","< 150","/c.mm","","Standard","Decimal","0 - 999","0 - 150"
"","2795","Red Cells Count","Rare","","","Standard","Decimal","0 - 999","0 - 99999"
"","2796","Neutrophils","< 10","%","","Standard","Decimal","0 - 100","0 - 10"
"","2797","Lymphocytes","> 90","%","","Standard","Decimal","0 - 100","90 - 110"
"","2798","Gram's Stain","Negative","","","Standard","List","0 - 500","0 - 0"
"","2799","Ziehl Neelsen Stain","No AFB seen","","No AFB seen","Standard","Text","0 - 500","0 - 99999"
"","2800","Vitamin B12 Level","Normal: 180 - 914Intermediate: 145 - 170 Deficiency: Less than 145","pg/ml","","Standard","Text","0 - 500","145 - 914"
"","2801","D-DIMER","<200.0 ng/ml  Recommended that each laboratory   establish its own reference range.","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","2802","T4","Cord Blood :7.4 - 13 1 - 3 days:12 - 23 1 - 2 weeks:9.9 - 17 1 - 4 months:7.2 - 14 4 - 12 months:7.8 - 16 Childern:5.6 - 15 Adults:4.6 - 11","nmol/L","","Standard","Decimal","0 - 459","59 - 153"
"","2803","Urine Sugar Random","Nil","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","2804","Brucella Abortus","","","","Standard","Text","0 - 500","0 - 99999"
"","2805","Brucella Melitensis","1:20","","","Standard","Text","0 - 500","0 - 99999"
"","2806","SERUM LIPASE","10 - 137","U/l","","Standard","Decimal","0 - 1800","10 - 137"
"","2807","Result","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2808","CutOff Value","1.0","","","Standard","Text","0 - 500","1 - 99999"
"","2809","HAV  (IgG) :","Negative","-","","Standard","Text","0 - 500","0 - 99999"
"","2810","Cut Off Value:","1.0","-","","Standard","Text","0 - 500","1 - 1"
"","2811","ANTI HEV IgG:","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2812","ANTI HEV IgM:","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2813","IgE","Male   : Less Than 250Female : Less Than 175","IU/ml","","Standard","Decimal","0 - 5000","0 - 175"
"","2814","Alkaline Phosphatase","Male: 53 - 128, Female: 42 - 98, 0-10 year: 80 - 640","U/L","","Standard","Decimal","0 - 5000","42 - 700"
"","2815","Bence jones protein test (Urine)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","2816","Heamoglobin (HB)","Female: 11.0 - 15.0Male: 13.0 - 17.0","g/dl","","Standard","Decimal","0 - 500","0 - 25"
"","2817","C-Reactive Protein (CRP)","Negative: <6","mg/L","","Standard","Decimal","0 - 999","0 - 6"
"","2818","PH","5.0 - 8.5","","","Standard","Text","0 - 250","0 - 99999"
"","2819","RA Factor","Negative: <30Borderline: 30-50Positive: >50","IU/mL","","Standard","Text","0 - 500","0 - 1000"
"","2820","Reducing Substance","Negative","","","Standard","List","0 - 500","0 - 99999"
"","2821","Serum Anti-GAD 65","Normal = 17High   > 17","U/mL","","Standard","Text","0 - 500","0 - 17"
"","2822","Remarks:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2823","Opinion:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2824","Advice:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2825","Note:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2826","T4","5.0 - 12.0","ug/dL","","Standard","Decimal","0 - 459","5 - 12"
"","2827","Leishmania Donovani Bodies","Negative","","","Standard","Text","0 - 500","0 - 99999"
"","2828","Co-trimoxazole","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2829","Pipracillin -Tazobactam","","","","Descriptive","Text","0 - 500","0 - 99999"
"","2830","Result","Non Reactive","","","Standard","Text","0 - 500","0 - 99999"
"","2831","TSH","Birth - 4 Days: 1.0 - 39.02 - 20 Weeks: 1.7 - 9.121 Weeks - 20 Yrs: 0.7 - 6.421 - 54 Yrs: 0.35 - 4.94> 55 Yrs: 0.5 - 8.9Pregnancy; 1st Trimester: 0.3 - 4.52nd Trimester: 0.5 - 4.63rd Trimester: 0.8 - 5.2Methodology: CMIA(Architect ci8200 - ABBOTT )","µIU/mL","","Standard","Text","0 - 500","0 - 99999"
"","2832","Prolactin","1 - 12 Months: 0.20 - 29.91 - 3 Yrs: 1.00 - 17.14 - 6 Yrs: 1.60 - 13.17 - 9 Yrs: 0.30 - 12.910 - 12 Yrs: 1.90 - 9.6013 - 15 Yrs: 3.00 - 14.416 - 18 Yrs: 2.10 - 18.4Adult Non Pregnant: 03.0 - 25.0Adult Pregnant: 80.0 - 400.0Methodology: CMIA (Abbott ARCHITECT Plus i1000SR)","ng/ml","","Standard","Decimal","0 - 105","0 - 9999"
"","2833","Anti Mullerian Hormone (AMH)","1.00 - 2.99","ng/mL","","Standard","Decimal","0 - 1398","1 - 2.99"
"","2834","Pregnancy Test In Blood","Negative-No PregnancyPositive-Pregnancy Confirmed","","","Standard","List","0 - 500","0 - 99999"
